0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01,2.100000000000000000e+01,2.200000000000000000e+01,2.300000000000000000e+01,2.400000000000000000e+01,2.500000000000000000e+01,2.600000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.900000000000000000e+01,3.000000000000000000e+01,3.100000000000000000e+01,3.200000000000000000e+01,3.300000000000000000e+01,3.400000000000000000e+01,3.500000000000000000e+01,3.600000000000000000e+01,3.700000000000000000e+01,3.800000000000000000e+01,3.900000000000000000e+01,4.000000000000000000e+01,4.100000000000000000e+01,4.200000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01,4.500000000000000000e+01,4.600000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,4.900000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.037144425315595697e+01,-2.043463659112489239e+01,-2.031910422344408929e+01,-1.990263958521759946e+01,-1.912216197194648970e+01,-1.690847795611634297e+01,-1.605588113805087147e+01,-1.510553282213964721e+01,-1.413961750283758612e+01,-1.322957916513547438e+01,-1.133794536544783860e+01,-1.118016057929274609e+01,-1.112727189323135235e+01,-1.104173438433250709e+01,-1.077944484535074920e+01,-9.144339335744732011e+00,-8.789055258883660571e+00,-8.132994415722073711e+00,-7.186289463751348805e+00,-6.015681020054577388e+00,-3.647493290693929247e+00,-2.913847773570764410e+00,-2.326782346032331805e+00,-1.879537181526220069e+00,-1.516567721895125009e+00,-6.645998250765254578e-02,-1.365574605607043912e-01,-4.211371666547014669e-02,3.442420446681668800e-01,1.092962231086306968e+00,3.281015595775950811e+00,4.120383815712798992e+00,5.073144408692647822e+00,6.056522270703080579e+00,6.994797977270835077e+00,8.918530479270405209e+00,9.104416419376383018e+00,9.174528568478429236e+00,9.262194945066070773e+00,9.510997535327696539e+00,1.112030235522511568e+01,1.144378891006030585e+01,1.206984054124801276e+01,1.299567189299591874e+01,1.415965293354773635e+01,1.653708207626994664e+01,1.729357520296472472e+01,1.791150054462344343e+01,1.839006234454473798e+01,1.877713775633043625e+01
-3.451783126184784578e+01,-3.798714809234393641e+01,-4.008877516820589193e+01,-3.972644778444374936e+01,-3.647950918006927168e+01,-3.607862710226707748e+01,-2.609448258755668704e+01,-1.593219059877992194e+01,-7.498121537100558953e+00,-2.347862516117050546e+00,-6.678080501620057063e+00,-6.901118231748863963e+00,-9.923016467882716185e+00,-1.442219602941828782e+01,-1.878773370417636812e+01,-2.688649755181812750e+01,-2.420815885079952778e+01,-1.836911650188524447e+01,-1.021725861579839467e+01,-1.239077167893546161e+00,1.431551962466446781e+00,9.668234500100055584e+00,1.449369511902091112e+01,1.530820586590693999e+01,1.242171324400750088e+01,1.605227381222077199e+00,-1.965529867729249647e+00,-4.376960770218024876e+00,-4.456949839709826833e+00,-1.676545821134271641e+00,-1.652192524109898031e+00,8.137616392278509636e+00,1.833534609734928367e+01,2.702594980105631350e+01,3.259103176247433709e+01,2.873236189253851691e+01,2.892214602860324746e+01,2.615327021877919478e+01,2.168536492924341985e+01,1.712169633966122007e+01,8.643905748377591181e+00,1.085512084279992351e+01,1.625331087256362750e+01,2.409852374993578650e+01,3.297934489231374755e+01,3.578573561868699926e+01,4.435806248031878596e+01,4.963687271470294604e+01,5.091144257153138142e+01,4.837908003881720020e+01
-8.552599579207184277e+00,-1.329075227978068696e+01,-1.732309556195480127e+01,-2.030598104631510381e+01,-2.193674415999374361e+01,-5.989674709672416775e+00,-1.267208032048942101e+01,-1.847676751629215630e+01,-2.262615631495498647e+01,-2.453198144904344957e+01,-7.901187949519590248e+00,-1.310848293447633139e+01,-1.700783145525327456e+01,-1.928814688838048852e+01,-1.981877831251912170e+01,-2.643366140384294738e+00,-8.269959135364317149e+00,-1.344986357241577579e+01,-1.755846807881581739e+01,-2.001749280427783617e+01,-4.398440226285395660e+00,-1.082830799964230550e+01,-1.586173271837119714e+01,-1.890996635345335974e+01,-1.965434482562779905e+01,-2.086175815561548852e+00,-6.809668658442131317e+00,-1.079724004317898434e+01,-1.371620331232483814e+01,-1.527954428066152381e+01,7.219399525200143053e-01,-5.932380874544587179e+00,-1.174218942025639656e+01,-1.592865181741871439e+01,-1.789442588869745165e+01,-1.331779074438201427e+00,-6.598733807482366487e+00,-1.053464835213130080e+01,-1.281948344698653486e+01,-1.332148159988949132e+01,3.908706353025974245e+00,-1.650379373135692163e+00,-6.766573187136113887e+00,-1.083086229876099793e+01,-1.327581681191811569e+01,2.323615917220921201e+00,-4.154758142882238658e+00,-9.253699555538847932e+00,-1.236841952008211365e+01,-1.316397578500715326e+01
-1.760376563796060667e+00,2.482201598930283915e+00,5.789473282332008530e+00,7.485460314321079167e+00,7.254088559053130325e+00,2.647425527247805555e+00,6.393632698526903191e-01,-1.751329774747897750e+00,-3.805571289759868137e+00,-4.921248668928670078e+00,-7.329785543566906370e+00,-4.595467808331298976e+00,-8.606270433179445956e-01,3.094074756213560207e+00,6.399551303892995868e+00,5.741926293981602925e+00,7.128229542151434117e+00,6.746170428388906792e+00,4.823047629661582292e+00,1.928871317552429687e+00,-3.732343573148625637e+00,-4.928513917654473886e+00,-4.839650733576458919e+00,-3.353753546447694411e+00,-7.354591709512506847e-01,-1.303977507593878093e-01,4.159310853981887490e+00,7.610521132168499570e+00,9.512013723675085686e+00,9.497399564430438090e+00,5.065676345962256022e+00,3.147904751673902268e+00,7.407469166241967828e-01,-1.432683687461182354e+00,-2.741092808457711971e+00,-5.368716625524083241e+00,-2.826200908886367102e+00,7.910825848413546302e-01,4.731253980363377742e+00,8.128784540976559114e+00,7.647259928080019975e+00,9.250594438440522538e+00,9.073360629830318658e+00,7.292708800983431772e+00,4.443767261207315578e+00,-1.280524104593068202e+00,-2.632638850657320617e+00,-2.754407366344146180e+00,-1.482259191046882751e+00,9.715020734051516005e-01
-7.921954505615920183e-01,-1.888936312841147824e+01,-3.360735641173681643e+01,-4.276719715589735671e+01,-4.512549098737322595e+01,-9.098252255624926121e+00,-1.514724223773063727e+01,-1.888234625965121083e+01,-2.081358050959223149e+01,-2.146736559028374458e+01,1.032296095980080786e+01,-4.867018266867242815e+00,-2.040915562603480282e+01,-3.392269376026597882e+01,-4.309830133444682332e+01,-1.468287653169489104e+01,-2.727454310797850212e+01,-3.488131097518036228e+01,-3.706527798318405331e+01,-3.429098694118277990e+01,3.768912019180331807e+00,-3.845008494641591668e+00,-1.235948423558493658e+01,-2.111437450862253939e+01,-2.896543093870682029e+01,-2.983848024366259288e+00,-2.117186014408276407e+01,-3.616729664133247013e+01,-4.572325159653608750e+01,-4.849934806234430340e+01,-1.280930773195681738e+01,-1.903233395359327318e+01,-2.273570191205136481e+01,-2.443719789070619086e+01,-2.471949043350098307e+01,7.493128591558502194e+00,-7.327150148895221982e+00,-2.264269458338953811e+01,-3.612822520515307900e+01,-4.548126789492015121e+01,-1.740527853124676483e+01,-3.041527523639004116e+01,-3.841684611691454165e+01,-4.087542747580599922e+01,-3.818832695164999791e+01,-6.847396445513354024e-03,-7.320183372628070728e+00,-1.542866421120041664e+01,-2.377155092880303400e+01,-3.130546798988516954e+01
-1.143678024604892940e+01,-3.172810002756175862e+00,3.417312113551503217e+00,7.153126713963564143e+00,7.457693517685843432e+00,-2.579653418841362011e+00,-4.330001487073139366e+00,-6.868741163929630744e+00,-9.141268091169354904e+00,-1.025347099538083739e+01,-1.676914118405062837e+01,-1.092159533927971893e+01,-3.646453353705284339e+00,3.708108628862465395e+00,9.679154760250533229e+00,5.968667332111199819e+00,9.656523088396610888e+00,1.033586959195589117e+01,8.273411469385528960e+00,4.311827824308247514e+00,-7.415044869771097780e+00,-7.864639174588074155e+00,-6.430815453720217789e+00,-3.031591416681029827e+00,1.838501764655302573e+00,1.509980611901955427e-01,8.490477247051618548e+00,1.531120723848986387e+01,1.937626779603159832e+01,2.002810774572314045e+01,1.027103656629712347e+01,8.665345586001329536e+00,6.100227227696577437e+00,3.636744270831559156e+00,2.215760684694379812e+00,-4.650914558163340651e+00,8.893401391518507282e-01,7.976140474053360130e+00,1.530742290746042045e+01,2.142595123673723023e+01,1.799759896787143987e+01,2.203316631801735426e+01,2.304066892498125796e+01,2.120646735640198344e+01,1.731735555075960775e+01,5.489426347721562571e+00,4.789989343414328360e+00,5.886354380664356789e+00,8.943125404990828642e+00,1.354961568549797946e+01
-6.013138844328631549e+00,-8.342346115487529801e+00,-1.072835076734715720e+01,-1.345546702839704167e+01,-1.644914844843684776e+01,1.154050862925862564e+00,-1.128911380489148364e+01,-2.289480934173055715e+01,-3.169004809947715628e+01,-3.611459560756892984e+01,-1.495468005405891176e+01,-1.972435433042281616e+01,-2.141852339666345983e+01,-2.049088696123947528e+01,-1.776170949800368959e+01,6.231299437129297125e+00,-7.195531147234923708e-01,-9.075143600473420946e+00,-1.765822343988926590e+01,-2.496050206491700862e+01,-9.063638721802352194e+00,-2.019310756555340092e+01,-2.778671404048684934e+01,-3.085376982734078766e+01,-2.923649942419260128e+01,-3.200378759533041517e+00,-5.453325799645819316e+00,-7.606428105898920933e+00,-1.000102252373962308e+01,-1.264397554728990869e+01,5.242288170301573125e+00,-7.054780120408853605e+00,-1.868711679766791534e+01,-2.767521153304433312e+01,-3.241161198656462261e+01,-1.160619386898921057e+01,-1.668621673594672572e+01,-1.857060138867718635e+01,-1.766647612606599793e+01,-1.478834906688060613e+01,9.489602177077152589e+00,2.889920832013570973e+00,-5.134248507928723448e+00,-1.348680071772876587e+01,-2.071588643299462618e+01,-4.921085076973703565e+00,-1.630288247069730900e+01,-2.423730522918301844e+01,-2.765022132057190163e+01,-2.629917657809137665e+01
6.103374165980489430e+00,1.211564846342688284e+01,1.744585549016038328e+01,2.187798081869927103e+01,2.507481258280009584e+01,1.330482895717693292e+00,1.386638665431161321e+01,2.514341001821861354e+01,3.348955051814646566e+01,3.760930886784441185e+01,1.157085256422315922e+01,1.915725871033384564e+01,2.404122310111305438e+01,2.611598706961669691e+01,2.562150302638960042e+01,-2.244334066540091044e+00,6.748959443234538114e+00,1.592962425711297669e+01,2.413891959191041892e+01,3.011485063044200672e+01,7.471129059106308645e+00,1.915968252297812313e+01,2.784885808621683978e+01,3.250024867548112439e+01,3.272295864155862688e+01,3.539288839984221280e+00,9.502374331263530038e+00,1.468235642192293611e+01,1.890000098810947549e+01,2.187060853448164011e+01,-2.056301247360341922e+00,1.038536851434364650e+01,2.167957574819455147e+01,3.015011077422946428e+01,3.447101818779584903e+01,8.661217179650559927e+00,1.644780206188000804e+01,2.145445789334141651e+01,2.354438686339809550e+01,2.295382846131678178e+01,-5.095799997116473357e+00,3.670983676728483580e+00,1.263787769189342569e+01,2.069847981223585620e+01,2.662720050532665539e+01,4.049310196646651150e+00,1.590061874222697824e+01,2.480962508594287641e+01,2.968409991252568148e+01,3.007852877113272427e+01
